Loan_ID,Customer_ID,Account_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Status,Loan_Date
LOAN0000817,CUST018372,ACC0060579,"Education Loan",2109127.25,9.95,24,Active,2025-12-13
LOAN0000818,CUST095505,ACC0011571,"Education Loan",1790995.61,15.05,0,Active,2022-06-15
LOAN0000819,CUST080408,ACC0106919,"Personal Loan",1733361.00,10.79,120,Unknown,2025-05-26
LOAN0000820,CUST032924,ACC0100218,"Car Loan",4356728.55,9.72,48,Unknown,2024-09-14
LOAN0000821,CUST010372,ACC0033784,"Education Loan",4935230.81,15.31,0,Active,2025-06-12
LOAN0000822,CUST036848,ACC0068409,"Personal Loan",288730.26,15.63,24,Unknown,2025-03-18
LOAN0000823,CUST039831,ACC0108292,"Car Loan",2667428.23,12.29,84,Active,2025-09-07
LOAN0000824,CUST080417,ACC0052175,"Personal Loan",2376441.40,17.58,12,Unknown,2023-10-12
LOAN0000825,CUST003660,ACC0041858,"Education Loan",2833280.84,8.28,36,Defaulted,2025-03-22
LOAN0000826,CUST006362,ACC0062392,"Personal Loan",1399598.61,12.33,120,Unknown,2022-12-24
LOAN0000827,CUST041439,ACC0027366,"Home Loan",1390458.89,15.62,0,Unknown,2025-01-12
LOAN0000828,CUST071102,ACC0086741,"Car Loan",4726796.02,8.03,84,Closed,2022-04-26
LOAN0000829,CUST040989,ACC0093632,"Car Loan",668162.21,12.80,0,Pending,2024-12-17
LOAN0000830,CUST058305,ACC0068870,"Business Loan",3820763.36,16.58,24,Active,2023-01-04
LOAN0000831,CUST037045,ACC0051769,"Home Loan",815226.82,0.00,36,Defaulted,2023-11-13
LOAN0000832,CUST007596,ACC0112326,"Home Loan",4914410.10,10.13,0,Closed,2025-09-20
LOAN0000833,CUST056094,ACC0126534,"Education Loan",2197987.74,14.04,84,Pending,2025-12-15
LOAN0000834,CUST016345,ACC0074544,"Personal Loan",717476.66,17.66,0,Defaulted,2024-11-07
LOAN0000835,CUST048217,ACC0055768,"Education Loan",3467964.72,16.57,48,Active,2025-11-22
LOAN0000836,CUST007468,ACC0007500,"Car Loan",4665568.72,8.70,0,Active,2024-11-19
LOAN0000837,CUST062287,ACC0049181,"Personal Loan",NULL,12.38,60,Unknown,2025-11-04
LOAN0000838,CUST009101,ACC0086868,"Business Loan",1429913.57,7.72,36,Active,2024-07-21
LOAN0000839,CUST066166,ACC0124945,"Home Loan",1447413.14,8.01,36,Active,2025-02-01
LOAN0000840,CUST017475,ACC0015103,"Business Loan",502617.64,7.73,60,Closed,2023-12-19
LOAN0000841,CUST038440,ACC0121431,"Personal Loan",1155848.40,9.13,84,Active,2024-10-09
LOAN0000842,CUST066046,ACC0040101,"Personal Loan",1640353.55,15.50,24,Active,2022-12-25
LOAN0000843,CUST098013,ACC0061338,"Personal Loan",2643383.01,13.19,0,Active,2023-05-15
LOAN0000844,CUST011428,ACC0116928,"Business Loan",2501805.99,8.03,84,Unknown,2024-03-01
LOAN0000845,CUST047869,ACC0077605,"Personal Loan",2205906.81,13.48,60,Unknown,2025-08-04
LOAN0000846,CUST059555,ACC0036703,"Home Loan",3441274.88,0.00,24,Active,2025-09-09
LOAN0000847,CUST033079,ACC0105259,"Car Loan",4268381.48,16.17,0,Unknown,2024-11-20
LOAN0000848,CUST015459,ACC0059665,"Car Loan",82118.85,6.83,48,Unknown,2022-09-04
LOAN0000849,CUST001466,ACC0100326,"Home Loan",2273319.87,9.03,60,Defaulted,2023-02-22
LOAN0000850,CUST002975,ACC0117841,"Personal Loan",2398695.71,14.42,36,Active,2024-11-19
LOAN0000851,CUST080818,ACC0024181,"Business Loan",1875263.59,10.11,12,Pending,2024-06-22
LOAN0000852,CUST038827,ACC0058064,"Education Loan",328771.87,17.93,36,Active,2025-06-26
LOAN0000853,CUST072295,ACC0108199,"Car Loan",2747495.50,11.23,120,Defaulted,2025-06-29
LOAN0000854,CUST045864,ACC0073934,"Business Loan",570424.94,17.70,36,Active,2022-08-28
LOAN0000855,CUST059182,ACC0094543,"Car Loan",1201777.95,10.14,60,Unknown,2025-02-25
LOAN0000856,CUST057773,ACC0080933,"Business Loan",1462783.81,16.94,36,Active,2025-06-28
LOAN0000857,CUST009061,ACC0116464,"Business Loan",3210164.34,8.48,84,Defaulted,2022-06-02
LOAN0000858,CUST094712,ACC0018663,"Personal Loan",2708330.87,7.14,120,Defaulted,2025-07-26
LOAN0000859,CUST047117,ACC0073616,"Car Loan",4113201.89,13.07,60,Active,2025-07-03
LOAN0000860,CUST020298,ACC0021468,"Car Loan",1849522.63,8.43,84,Unknown,2024-01-13
LOAN0000861,CUST040240,ACC0019147,"Home Loan",849258.78,13.87,12,Active,2024-05-16
LOAN0000862,CUST097632,ACC0078809,"Business Loan",2887284.09,7.23,0,Closed,2025-04-15
LOAN0000863,CUST020344,ACC0017118,"Personal Loan",273964.61,7.00,0,Unknown,2025-05-24
LOAN0000864,CUST033891,ACC0089221,"Business Loan",4978703.55,7.78,0,Pending,2022-02-20
LOAN0000865,CUST048084,ACC0048990,"Car Loan",3277366.39,13.03,0,Active,2024-06-22
LOAN0000866,CUST000270,ACC0095056,"Education Loan",4675567.42,13.84,36,Defaulted,2023-05-26
LOAN0000867,CUST061533,ACC0099195,"Education Loan",4764038.00,17.66,60,Closed,2025-10-31
LOAN0000868,CUST057306,ACC0077466,"Home Loan",2481442.94,17.20,84,Closed,2022-01-22
LOAN0000869,CUST099956,ACC0061855,"Home Loan",2818955.08,8.58,36,Pending,2022-05-06
LOAN0000870,CUST007670,ACC0075727,"Car Loan",4674774.43,7.57,36,Unknown,2022-03-30
LOAN0000871,CUST011213,ACC0099147,"Car Loan",2938440.65,13.50,84,Defaulted,2022-02-08
LOAN0000872,CUST087966,ACC0068910,"Education Loan",2367072.94,8.68,84,Pending,2022-03-05
LOAN0000873,CUST024680,ACC0003729,"Business Loan",2786082.43,6.69,120,Pending,2022-04-14
LOAN0000874,CUST010512,ACC0015494,"Business Loan",2948048.95,10.80,48,Unknown,2024-07-22
LOAN0000875,CUST090957,ACC0004081,"Education Loan",372678.51,16.12,60,Pending,2023-01-23
LOAN0000876,CUST091236,ACC0116463,"Home Loan",4666100.91,6.28,84,Active,2024-04-08
LOAN0000877,CUST076961,ACC0005778,"Personal Loan",4008039.31,6.73,120,Pending,2025-03-14
LOAN0000878,CUST076043,ACC0047553,"Home Loan",2061058.64,17.02,84,Active,2022-10-10
LOAN0000879,CUST033882,ACC0008047,"Home Loan",3159436.56,8.54,84,Pending,2022-02-11
LOAN0000880,CUST008941,ACC0100000,"Car Loan",1476280.09,11.31,36,Defaulted,2024-12-06
LOAN0000881,CUST038713,ACC0077142,"Education Loan",143427.52,16.83,0,Defaulted,2022-04-04
LOAN0000882,CUST029101,ACC0088564,"Personal Loan",2634912.88,15.73,60,Active,2023-03-30
LOAN0000883,CUST074854,ACC0027223,"Home Loan",4976089.78,17.03,84,Defaulted,2023-11-19
LOAN0000884,CUST025257,ACC0020543,"Home Loan",2412299.45,14.03,120,Unknown,2022-01-11
LOAN0000885,CUST040238,ACC0123525,"Personal Loan",2170732.94,11.91,0,Defaulted,2022-02-10
LOAN0000886,CUST083852,ACC0071128,"Home Loan",4936659.35,10.22,24,Closed,2022-05-31
LOAN0000887,CUST037944,ACC0080069,"Home Loan",833891.11,6.56,60,Active,2023-11-07
LOAN0000888,CUST078498,ACC0098107,"Car Loan",3174006.54,11.96,84,Pending,2023-06-24
LOAN0000889,CUST004196,ACC0001339,"Personal Loan",349012.02,7.14,84,Pending,2022-04-27
LOAN0000890,CUST061320,ACC0031656,"Education Loan",2606513.19,14.27,0,Active,2022-09-04
LOAN0000891,CUST008752,ACC0069857,"Education Loan",2087650.33,13.55,0,Defaulted,2022-01-24
LOAN0000892,CUST027673,ACC0063618,"Personal Loan",4762100.30,13.58,36,Unknown,2022-03-02
LOAN0000893,CUST083593,ACC0021755,"Home Loan",1716739.48,14.62,48,Active,2023-04-03
LOAN0000894,CUST082436,ACC0088695,"Personal Loan",135309.47,15.55,48,Defaulted,2025-01-27
LOAN0000895,CUST014010,ACC0115721,"Education Loan",1632872.07,13.27,12,Pending,2025-05-12
LOAN0000896,CUST044687,ACC0035955,"Car Loan",132262.25,15.41,60,Defaulted,2023-02-05
LOAN0000897,CUST079481,ACC0115907,"Car Loan",3182550.31,8.85,48,Active,2025-07-22
LOAN0000898,CUST058582,ACC0111672,"Home Loan",2951928.23,7.81,60,Pending,2023-05-16
LOAN0000899,CUST050644,ACC0013100,"Personal Loan",1008445.73,13.20,0,Unknown,2024-02-22
LOAN0000900,CUST063536,ACC0071654,"Car Loan",4647470.54,16.15,0,Active,2025-10-27
LOAN0000901,CUST001366,ACC0126058,"Education Loan",911359.83,6.43,0,Defaulted,2022-05-22
LOAN0000902,CUST058482,ACC0016062,"Education Loan",1393554.77,12.62,36,Pending,2022-07-03
LOAN0000903,CUST084460,ACC0081403,"Business Loan",4432037.63,17.96,60,Pending,2025-07-08
LOAN0000904,CUST004368,ACC0049990,"Education Loan",1200346.98,11.99,0,Unknown,2023-10-23
LOAN0000905,CUST097128,ACC0049250,"Business Loan",2965162.98,14.99,12,Defaulted,2024-08-26
LOAN0000906,CUST054179,ACC0019578,"Car Loan",4947303.63,13.70,36,Defaulted,2022-04-26
LOAN0000907,CUST094972,ACC0067393,"Education Loan",971198.96,11.32,84,Active,2024-05-30
LOAN0000908,CUST001297,ACC0080156,"Car Loan",3277390.98,10.52,60,Pending,2024-07-05
LOAN0000909,CUST085483,ACC0068793,"Car Loan",3370674.09,14.20,12,Unknown,2025-11-28
LOAN0000910,CUST027982,ACC0006905,"Home Loan",3214822.51,9.72,120,Active,2023-07-30
LOAN0000911,CUST031179,ACC0062489,"Business Loan",3023405.16,14.11,0,Active,2024-05-15
LOAN0000912,CUST022394,ACC0015002,"Business Loan",2027724.80,12.52,12,Pending,2023-11-02
LOAN0000913,CUST048084,ACC0126229,"Business Loan",4935146.98,7.60,0,Active,2024-04-30
LOAN0000914,CUST044852,ACC0009882,"Car Loan",3735330.66,11.62,24,Pending,2023-02-10
LOAN0000915,CUST015066,ACC0073864,"Home Loan",4487082.88,11.51,120,Defaulted,2023-10-30
LOAN0000916,CUST095353,ACC0065975,"Business Loan",1624581.62,25.00,120,Defaulted,2023-06-30
LOAN0000917,CUST027403,ACC0115271,"Education Loan",1944328.72,14.21,60,Defaulted,2025-12-13
LOAN0000918,CUST010762,ACC0062262,"Home Loan",2487361.13,10.58,36,Closed,2024-08-19
LOAN0000919,CUST002243,ACC0001470,"Business Loan",3967964.83,17.84,48,Closed,2023-03-05
LOAN0000920,CUST012300,ACC0110672,"Home Loan",4273118.76,10.85,24,Closed,2025-04-08
LOAN0000921,CUST086229,ACC0019989,"Education Loan",829218.43,6.58,12,Defaulted,2024-03-16
LOAN0000922,CUST093805,ACC0056214,"Business Loan",3405940.39,17.17,48,Active,2024-02-23
LOAN0000923,CUST086195,ACC0041841,"Business Loan",975873.28,10.52,24,Pending,2023-01-09
LOAN0000924,CUST093607,ACC0002334,"Education Loan",3991036.92,6.51,60,Unknown,2023-11-15
LOAN0000925,CUST079085,ACC0035437,"Car Loan",2642156.55,8.72,36,Defaulted,2025-02-11
LOAN0000926,CUST048518,ACC0035497,"Personal Loan",4011229.10,9.77,24,Active,2022-01-07
LOAN0000927,CUST081442,ACC0121139,"Personal Loan",1268739.00,9.80,48,Defaulted,2025-10-01
LOAN0000928,CUST098344,ACC0001463,"Business Loan",2477599.42,13.85,0,Closed,2023-04-07
LOAN0000929,CUST046541,ACC0088205,"Business Loan",3094274.53,12.96,120,Active,2022-05-15
LOAN0000930,CUST067425,ACC0060698,"Education Loan",4081703.11,17.77,48,Unknown,2022-12-30
LOAN0000931,CUST038804,ACC0093763,"Personal Loan",3290770.86,8.26,84,Unknown,2024-12-09
LOAN0000932,CUST022529,ACC0070067,"Business Loan",3166609.25,8.02,24,Active,2025-10-24
LOAN0000933,CUST021384,ACC0088175,"Personal Loan",2578862.95,9.72,24,Defaulted,2022-08-26
LOAN0000934,CUST098510,ACC0080568,"Home Loan",418612.39,13.54,0,Closed,2022-04-06
LOAN0000935,CUST008086,ACC0047203,"Home Loan",874006.40,17.42,12,Closed,2025-01-30
LOAN0000936,CUST021281,ACC0086440,"Home Loan",2086681.65,9.38,60,Pending,2025-11-03
LOAN0000937,CUST049242,ACC0106650,"Personal Loan",3620529.25,17.94,60,Unknown,2022-07-13
LOAN0000938,CUST020510,ACC0052076,"Personal Loan",69545.44,15.70,24,Unknown,2023-09-02
LOAN0000939,CUST099506,ACC0076123,"Education Loan",1005482.15,11.57,84,Defaulted,2022-05-18
LOAN0000940,CUST086706,ACC0007314,"Personal Loan",4287196.28,14.24,60,Active,2024-10-19
LOAN0000941,CUST056452,ACC0032960,"Personal Loan",498099.99,17.01,120,Unknown,2025-07-12
LOAN0000942,CUST075963,ACC0084933,"Business Loan",981162.79,14.53,48,Unknown,2025-09-10
LOAN0000943,CUST016827,ACC0100670,"Home Loan",3037352.24,8.67,36,Active,2022-01-06
LOAN0000944,CUST019952,ACC0029763,"Home Loan",1477186.43,16.09,84,Active,2023-01-12
LOAN0000945,CUST004812,ACC0119530,"Home Loan",522137.20,6.07,60,Closed,2023-07-26
LOAN0000946,CUST003949,ACC0021273,"Car Loan",3968333.17,13.81,0,Closed,2022-10-18
LOAN0000947,CUST006993,ACC0007663,"Personal Loan",2725550.67,7.42,24,Pending,2022-05-16
LOAN0000948,CUST012609,ACC0015533,"Car Loan",2597205.97,17.28,0,Active,2024-09-14
LOAN0000949,CUST041522,ACC0039888,"Education Loan",3737965.87,17.77,0,Active,2024-03-01
LOAN0000950,CUST017951,ACC0118390,"Home Loan",4313567.62,10.95,120,Unknown,2022-10-16
LOAN0000951,CUST045704,ACC0120404,"Home Loan",771003.50,25.00,24,Pending,2023-10-01
LOAN0000952,CUST086146,ACC0067929,"Education Loan",2074500.85,13.43,48,Defaulted,2025-05-28
LOAN0000953,CUST009283,ACC0060729,"Business Loan",1573610.62,16.86,0,Pending,2023-04-30
LOAN0000954,CUST056871,ACC0085905,"Car Loan",407475.16,6.66,24,Active,2023-03-04
LOAN0000955,CUST072300,ACC0110653,"Personal Loan",3761845.22,15.03,48,Defaulted,2024-03-31
LOAN0000956,CUST059676,ACC0041760,"Home Loan",939658.76,6.01,24,Closed,2022-04-06
LOAN0000957,CUST078730,ACC0012902,"Business Loan",2946813.66,16.49,24,Closed,2025-04-30
LOAN0000958,CUST054875,ACC0036242,"Home Loan",3796344.61,6.46,0,Pending,2022-12-27
LOAN0000959,CUST005467,ACC0119451,"Education Loan",2262425.67,16.11,84,Active,2023-06-19
LOAN0000960,CUST048940,ACC0079647,"Business Loan",2788233.34,13.65,60,Unknown,2025-06-13
LOAN0000961,CUST047121,ACC0075815,"Personal Loan",1983909.20,10.35,12,Unknown,2022-03-09
LOAN0000962,CUST096227,ACC0125987,"Business Loan",2413862.64,16.61,36,Defaulted,2024-05-11
LOAN0000963,CUST074500,ACC0034401,"Business Loan",963694.53,8.33,84,Active,2023-02-14
LOAN0000964,CUST032949,ACC0037827,"Personal Loan",4098845.75,11.82,24,Closed,2024-07-31
LOAN0000965,CUST062949,ACC0071555,"Business Loan",1259234.43,11.89,120,Unknown,2023-11-17
LOAN0000966,CUST011351,ACC0086259,"Home Loan",4312967.12,15.17,0,Unknown,2024-11-28
LOAN0000967,CUST011098,ACC0070977,"Car Loan",4658666.63,15.11,24,Closed,2022-03-31
LOAN0000968,CUST046838,ACC0014117,"Business Loan",2443726.37,14.86,12,Active,2022-07-17
LOAN0000969,CUST013663,ACC0090127,"Home Loan",2292553.62,11.44,60,Pending,2023-04-15
LOAN0000970,CUST057994,ACC0030721,"Home Loan",3761034.16,15.22,84,Unknown,2022-12-22
LOAN0000971,CUST056289,ACC0011788,"Car Loan",1728039.09,15.27,36,Pending,2022-09-12
LOAN0000972,CUST098929,ACC0093607,"Home Loan",457406.76,8.90,60,Active,2024-04-07
LOAN0000973,CUST046182,ACC0114303,"Business Loan",261134.88,17.31,120,Unknown,2022-01-31
LOAN0000974,CUST090521,ACC0089572,"Car Loan",3240501.61,9.16,12,Closed,2025-01-13
LOAN0000975,CUST096478,ACC0072641,"Business Loan",2304044.56,14.12,120,Pending,2024-11-04
LOAN0000976,CUST096319,ACC0045186,"Education Loan",1062330.44,9.63,12,Pending,2022-03-01
LOAN0000977,CUST080894,ACC0033486,"Personal Loan",1029941.95,6.63,84,Active,2025-09-16
LOAN0000978,CUST068270,ACC0068433,"Business Loan",1834505.18,10.04,0,Pending,2023-04-24
LOAN0000979,CUST059688,ACC0123728,"Personal Loan",3956970.07,9.82,12,Pending,2024-10-02
LOAN0000980,CUST051871,ACC0048636,"Car Loan",3074504.92,12.98,24,Active,2025-07-08
LOAN0000981,CUST000273,ACC0112287,"Education Loan",1179236.53,11.52,84,Unknown,2023-01-24
LOAN0000982,CUST093584,ACC0082728,"Personal Loan",2130472.20,6.62,12,Closed,2022-10-04
LOAN0000983,CUST092418,ACC0033631,"Home Loan",657498.43,11.56,0,Active,2023-07-14
LOAN0000984,CUST042234,ACC0111205,"Business Loan",2947467.66,14.16,0,Defaulted,2022-06-17
LOAN0000985,CUST030630,ACC0078132,"Personal Loan",547359.93,11.60,36,Pending,2023-02-19
LOAN0000986,CUST078014,ACC0001056,"Education Loan",NULL,11.21,0,Unknown,2023-12-05
LOAN0000987,CUST097480,ACC0090347,"Home Loan",3260460.79,12.79,84,Active,2025-10-04
LOAN0000988,CUST096132,ACC0044664,"Car Loan",4355474.85,6.99,24,Unknown,2025-03-13
LOAN0000989,CUST023866,ACC0125005,"Personal Loan",3534789.08,6.45,84,Active,2025-11-19
LOAN0000990,CUST019727,ACC0023505,"Personal Loan",644594.31,17.80,84,Pending,2025-10-20
LOAN0000991,CUST030558,ACC0012340,"Education Loan",2645298.25,14.99,0,Defaulted,2022-08-09
LOAN0000992,CUST035417,ACC0002409,"Education Loan",1007556.53,15.79,48,Closed,2024-04-16
LOAN0000993,CUST002466,ACC0038471,"Car Loan",3072846.05,7.67,0,Unknown,2025-08-13
LOAN0000994,CUST037145,ACC0106136,"Home Loan",1655226.18,10.62,24,Active,2024-12-22
LOAN0000995,CUST046845,ACC0067884,"Education Loan",997788.97,9.13,84,Defaulted,2025-06-23
LOAN0000996,CUST064120,ACC0048471,"Home Loan",1019799.35,12.52,0,Defaulted,2024-12-25
LOAN0000997,CUST065736,ACC0074936,"Business Loan",4560126.10,8.53,60,Unknown,2022-09-27
LOAN0000998,CUST035978,ACC0114461,"Home Loan",4799640.45,14.84,36,Defaulted,2024-07-14
LOAN0000999,CUST054901,ACC0014485,"Home Loan",3466729.31,6.91,0,Unknown,2024-05-20
LOAN0001000,CUST038140,ACC0118273,"Education Loan",3062550.08,6.01,0,Active,2023-10-28
