Transaction_ID,Account_ID,Customer_ID,Transaction_Date,Transaction_Type,Channel,Amount,Balance_After_Transaction,Transaction_Status,Branch_ID
TXN000000723,ACC0085211,CUST043817,2025-04-28,Deposit,ATM,22505.76,1516155.33,Unknown,BR0390
TXN000000724,ACC0045429,CUST078587,2024-01-15,Unknown,UPI,157250.78,5544040.79,Unknown,BR0334
TXN000000725,ACC0002694,CUST005627,2022-08-29,Unknown,Branch,288219.69,3509950.92,Success,BR0115
TXN000000726,ACC0058286,CUST068127,2024-05-09,Deposit,UPI,97061.42,1784828.00,Reversed,BR0951
TXN000000727,ACC0035674,CUST007125,2022-02-19,Deposit,"mobile app",176669.78,1346512.61,Unknown,BR0671
TXN000000728,ACC0019497,CUST014865,2023-01-17,"Card payment",UPI,253232.34,4807162.78,Unknown,BR0132
TXN000000729,ACC0088277,CUST073272,2023-09-03,Withdrawal,POS,120622.77,1068063.72,Failed,BR0009
TXN000000730,ACC0129740,CUST036343,2024-10-03,Unknown,ATM,205593.37,2181322.29,Reversed,BR0934
TXN000000731,ACC0099697,CUST080980,2024-12-27,"Card payment",ATM,158924.30,1061752.58,Success,BR0299
TXN000000732,ACC0007309,CUST087913,2023-02-19,Transfer,"Mobile App",41291.64,5351496.67,Success,BR0697
TXN000000733,ACC0129812,CUST046465,2025-03-07,Deposit,"mobile app",251188.70,3985900.26,Pending,BR0116
TXN000000734,ACC0064743,CUST006100,2024-08-29,Withdrawal,"mobile app",231705.43,5432705.83,Success,BR0787
TXN000000735,ACC0034095,CUST005430,2023-05-26,"Card payment","mobile app",111937.04,5960804.07,Success,BR0442
TXN000000736,ACC0037434,CUST064217,2022-08-01,Withdrawal,"Mobile App",252073.83,5560821.19,Reversed,BR0834
TXN000000737,ACC0060559,CUST030734,2025-10-11,"Card payment","Internet Banking",106339.95,1125762.85,Unknown,BR0315
TXN000000738,ACC0031812,CUST049198,2022-10-13,Transfer,Branch,216011.53,251592.12,Success,BR0545
TXN000000739,ACC0050883,CUST065106,2025-09-25,"Card payment","mobile app",158937.15,4437167.71,Reversed,BR0804
TXN000000740,ACC0114101,CUST076944,2025-02-27,Deposit,ATM,112834.41,4967746.42,Success,BR0516
TXN000000741,ACC0092643,CUST069682,2025-01-05,Withdrawal,UPI,185698.05,902943.68,Success,BR0510
TXN000000742,ACC0060467,CUST025075,2025-02-13,Upi,Unknown,57922.67,3651317.92,Success,BR0108
TXN000000743,ACC0111069,CUST061391,2024-07-24,Transfer,"Mobile App",8449.64,1481229.08,Reversed,BR0636
TXN000000744,ACC0094641,CUST016517,2023-05-17,"Atm withdrawal",UPI,131469.95,1591720.85,Success,BR0204
TXN000000745,ACC0114308,CUST068218,2022-06-11,Transfer,Branch,221670.74,4669206.96,Unknown,BR0035
TXN000000746,ACC0081587,CUST002999,2024-05-18,"Atm withdrawal","Internet Banking",243140.89,5213395.48,Pending,BR0860
TXN000000747,ACC0045135,CUST076397,2022-03-30,"Atm withdrawal",Unknown,188359.16,2841233.69,Unknown,BR0496
TXN000000748,ACC0052742,CUST073998,2024-12-26,Withdrawal,UPI,118468.48,2332051.98,Failed,BR0759
TXN000000749,ACC0055621,CUST073597,2024-08-30,"Atm withdrawal",ATM,39014.61,2468186.48,Success,BR0327
TXN000000750,ACC0069808,CUST081452,2025-04-19,"Atm withdrawal","mobile app",201532.14,4051404.88,Pending,BR0119
TXN000000751,ACC0041646,CUST018236,2024-09-04,"Card payment",UPI,294636.75,5151974.53,Success,BR0606
TXN000000752,ACC0072482,CUST099205,2023-05-25,"Loan payment",Unknown,243735.56,5902572.62,Success,BR0063
TXN000000753,ACC0049866,CUST006824,2023-04-19,Deposit,"mobile app",49787.01,2421643.28,Success,BR0659
TXN000000754,ACC0003736,CUST064435,2022-03-25,"Card payment","mobile app",126261.61,1427408.16,Pending,BR0960
TXN000000755,ACC0087306,CUST093750,2024-01-04,Withdrawal,ATM,0.00,1931737.55,Unknown,BR0324
TXN000000756,ACC0007655,CUST026415,2022-07-24,Deposit,POS,225422.77,4705338.68,Success,BR0448
TXN000000757,ACC0073544,CUST075365,2022-04-03,Deposit,"Internet Banking",39742.85,1873741.37,Pending,BR0281
TXN000000758,ACC0041649,CUST065090,2022-01-03,"Atm withdrawal",POS,145535.58,4191102.71,Success,BR0512
TXN000000759,ACC0102474,CUST080453,2024-07-27,"Loan payment",UPI,184128.37,5485028.07,Success,BR0782
TXN000000760,ACC0070672,CUST067713,2022-11-25,"Card payment",ATM,71439.47,1880250.38,Reversed,BR0726
TXN000000761,ACC0018538,CUST071280,2024-09-15,"Atm withdrawal","mobile app",192800.74,3564255.89,Unknown,BR0488
TXN000000762,ACC0054449,CUST072927,2022-11-24,Upi,UPI,211282.61,5268111.49,Success,BR0720
TXN000000763,ACC0061228,CUST079988,2022-08-26,Withdrawal,ATM,230419.06,4333835.48,Success,BR0874
TXN000000764,ACC0093829,CUST095311,2023-09-08,Deposit,Unknown,31275.55,1180798.30,Unknown,BR0408
TXN000000765,ACC0123886,CUST056425,2022-10-27,Transfer,"Internet Banking",84594.62,612346.07,Success,BR0379
TXN000000766,ACC0026103,CUST036008,2023-02-14,Upi,"Mobile App",171935.03,4746646.09,Success,BR0719
TXN000000767,ACC0036583,CUST055007,2025-02-15,Withdrawal,"mobile app",145065.61,5023241.32,Failed,BR0299
TXN000000768,ACC0107822,CUST060367,2024-07-25,"Loan payment",Branch,50303.07,2317407.04,Pending,BR0307
TXN000000769,ACC0082975,CUST072847,2025-03-17,Upi,"Internet Banking",24232.59,2927610.95,Success,BR0068
TXN000000770,ACC0021901,CUST023489,2024-02-28,Withdrawal,Branch,48455.20,1039214.96,Reversed,BR0669
TXN000000771,ACC0109372,CUST012042,2022-08-20,Deposit,ATM,92628.12,1388687.52,Success,BR0532
TXN000000772,ACC0037412,CUST042315,2022-11-22,Upi,UPI,127939.19,247850.43,Success,BR0259
TXN000000773,ACC0056947,CUST089253,2022-04-26,Withdrawal,Branch,134706.37,5342149.57,Success,BR0269
TXN000000774,ACC0056864,CUST090678,2025-07-25,Deposit,Branch,191330.18,2292211.41,Failed,BR0471
TXN000000775,ACC0030799,CUST073545,2024-10-20,Withdrawal,"Mobile App",0.00,1598514.61,Reversed,BR0097
TXN000000776,ACC0123454,CUST030434,2025-08-24,Withdrawal,"Internet Banking",280201.18,1231402.34,Success,BR0224
TXN000000777,ACC0123426,CUST055385,2022-04-15,"Atm withdrawal",Branch,38460.87,1011739.09,Reversed,BR0894
TXN000000778,ACC0125804,CUST042213,2025-09-03,Transfer,"mobile app",28846.35,4721856.69,Reversed,BR0165
TXN000000779,ACC0038943,CUST025162,2023-01-15,Transfer,"Mobile App",6679.18,5751018.87,Success,BR0635
TXN000000780,ACC0028824,CUST001803,2023-06-14,"Card payment",POS,290037.77,32943.71,Reversed,BR0975
TXN000000781,ACC0010734,CUST099726,2022-05-12,Transfer,UPI,24262.45,2946914.06,Success,BR0750
TXN000000782,ACC0035002,CUST097630,2022-07-03,Deposit,"mobile app",54875.57,66072.81,Success,BR0693
TXN000000783,ACC0127687,CUST036731,2022-06-14,Withdrawal,"mobile app",219157.84,2056577.02,Success,BR0158
TXN000000784,ACC0080620,CUST050513,2025-09-11,Unknown,Unknown,196792.78,3988508.09,Pending,BR0696
TXN000000785,ACC0034560,CUST014047,2022-10-21,Deposit,"Mobile App",233642.84,4353611.89,Pending,BR0038
TXN000000786,ACC0041441,CUST001120,2024-06-02,Unknown,"Mobile App",255677.73,2080233.76,Reversed,BR0369
TXN000000787,ACC0061799,CUST059763,2023-07-11,"Loan payment","Internet Banking",232571.63,0.00,Pending,BR0007
TXN000000788,ACC0013897,CUST039928,2024-04-15,Unknown,"Mobile App",224491.70,4972850.62,Success,BR0973
TXN000000789,ACC0003062,CUST069702,2024-01-01,Transfer,"Internet Banking",23430.28,3656262.36,Success,BR0141
TXN000000790,ACC0059898,CUST052252,2025-01-24,"Loan payment","Internet Banking",99102.68,542868.50,Reversed,BR0992
TXN000000791,ACC0021178,CUST025436,2023-07-07,Transfer,UPI,142245.02,4656766.36,Success,BR0079
TXN000000792,ACC0089244,CUST052914,2022-08-16,Unknown,Branch,299914.19,4567957.84,Success,BR0124
TXN000000793,ACC0123679,CUST060737,2022-10-17,Unknown,Unknown,55103.65,486500.94,Success,BR0404
TXN000000794,ACC0008796,CUST051555,2024-07-05,Upi,ATM,186213.76,122840.87,Reversed,BR0012
TXN000000795,ACC0081227,CUST025945,2022-09-20,Deposit,"mobile app",129372.06,4606337.46,Success,BR0384
TXN000000796,ACC0112206,CUST076860,2024-01-30,Transfer,UPI,195537.26,5622977.13,Unknown,BR0365
TXN000000797,ACC0024891,CUST089770,2025-11-20,Withdrawal,Branch,89235.35,1570179.38,Success,BR0677
TXN000000798,ACC0069590,CUST079188,2025-03-26,"Card payment",Unknown,26977.76,3346048.09,Unknown,BR0952
TXN000000799,ACC0022261,CUST026644,2025-07-09,Withdrawal,ATM,273788.82,5555307.52,Pending,BR0685
TXN000000800,ACC0011105,CUST030817,2025-02-09,Deposit,"Internet Banking",162175.51,1372193.57,Success,BR0095
TXN000000801,ACC0036389,CUST085492,2022-07-03,Deposit,Unknown,6823.37,4896807.68,Success,BR0169
TXN000000802,ACC0127321,CUST045589,2022-11-13,Upi,"Internet Banking",23014.09,1858297.23,Success,BR0941
TXN000000803,ACC0089758,CUST089150,2022-02-10,Upi,ATM,53170.80,2973232.79,Success,BR0565
TXN000000804,ACC0129072,CUST024664,2023-01-13,Deposit,UPI,108461.28,3149177.24,Success,BR0003
TXN000000805,ACC0097239,CUST071239,2023-12-06,Withdrawal,Branch,222479.35,4556749.45,Success,BR0676
TXN000000806,ACC0072729,CUST082506,2023-08-11,Transfer,Unknown,183901.62,4861866.75,Unknown,BR0529
TXN000000807,ACC0036653,CUST093116,2023-02-04,Deposit,ATM,145772.44,5732385.81,Pending,BR0318
TXN000000808,ACC0051623,CUST066127,2022-06-06,"Card payment",ATM,137813.90,539012.34,Reversed,BR0282
TXN000000809,ACC0084229,CUST011188,2025-03-06,"Card payment",Unknown,233277.07,2811025.15,Success,BR0998
TXN000000810,ACC0107406,CUST038302,2023-12-27,Unknown,"Mobile App",211315.45,2211403.90,Unknown,BR0378
TXN000000811,ACC0128903,CUST037826,2024-11-06,Unknown,Unknown,182233.86,130660.70,Failed,BR0164
TXN000000812,ACC0040385,CUST012152,2025-12-10,Withdrawal,ATM,268980.98,5777513.86,Success,BR0757
TXN000000813,ACC0019560,CUST025191,2023-10-30,"Loan payment",Branch,102412.30,851784.80,Success,BR0416
TXN000000814,ACC0082786,CUST099689,2024-05-05,Upi,"Internet Banking",279347.03,1313626.13,Unknown,BR0869
TXN000000815,ACC0056510,CUST068714,2023-01-26,Upi,UPI,115887.99,2879214.78,Unknown,BR0578
TXN000000816,ACC0108054,CUST076612,2023-03-04,"Atm withdrawal",Branch,68573.74,735637.45,Success,BR0931
TXN000000817,ACC0085970,CUST064970,2024-09-04,Unknown,"Mobile App",215812.60,4024597.57,Success,BR0958
TXN000000818,ACC0126174,CUST006603,2022-06-26,Deposit,ATM,39185.29,3020675.15,Reversed,BR0379
TXN000000819,ACC0100332,CUST097010,2025-08-07,Deposit,ATM,188881.88,1729871.12,Reversed,BR0543
TXN000000820,ACC0073071,CUST021481,2024-04-28,Upi,ATM,85402.79,1787031.53,Reversed,BR0674
TXN000000821,ACC0051322,CUST039548,2025-07-25,Upi,POS,37368.24,5909202.47,Reversed,BR0474
TXN000000822,ACC0020910,CUST021255,2022-02-15,Transfer,Unknown,98767.92,5033261.35,Success,BR0267
TXN000000823,ACC0093712,CUST040014,2024-05-04,"Atm withdrawal","Mobile App",202920.07,1807996.10,Unknown,BR0110
TXN000000824,ACC0049910,CUST002080,2025-01-03,Unknown,POS,23815.74,3534432.73,Pending,BR0607
TXN000000825,ACC0120085,CUST081105,2022-03-20,Deposit,ATM,0.00,1036307.81,Pending,BR0387
TXN000000826,ACC0084684,CUST080541,2024-06-23,Transfer,Unknown,218974.95,2340711.75,Unknown,BR0267
TXN000000827,ACC0032977,CUST080587,2024-11-26,Withdrawal,POS,223091.35,4396882.37,Pending,BR0334
TXN000000828,ACC0102708,CUST068482,2022-08-22,Upi,"Mobile App",105330.07,1817408.89,Success,BR0868
TXN000000829,ACC0005420,CUST021832,2023-04-20,Unknown,UPI,129096.06,2488912.40,Failed,BR0983
TXN000000830,ACC0088483,CUST090297,2023-05-21,Unknown,ATM,17506.46,2866385.63,Success,BR0002
TXN000000831,ACC0086447,CUST088522,2023-01-23,"Loan payment","Internet Banking",75610.10,3977780.40,Pending,BR0133
TXN000000832,ACC0083256,CUST063158,2025-07-11,"Atm withdrawal","Mobile App",239544.16,377442.63,Reversed,BR0983
TXN000000833,ACC0065573,CUST045534,2023-12-04,Upi,Unknown,110992.81,2897230.53,Success,BR0854
TXN000000834,ACC0126736,CUST032887,2024-03-26,Withdrawal,UPI,233002.94,4238345.99,Reversed,BR0962
TXN000000835,ACC0074935,CUST032943,2024-11-17,Deposit,ATM,93982.75,3945105.05,Reversed,BR0166
TXN000000836,ACC0108896,CUST091667,2022-06-06,Upi,ATM,136043.12,3092594.88,Unknown,BR0291
TXN000000837,ACC0004788,CUST093349,2023-07-26,Deposit,Unknown,241540.78,62285.14,Reversed,BR0916
TXN000000838,ACC0126037,CUST041407,2023-11-13,"Loan payment",POS,222270.83,0.00,Success,BR0831
TXN000000839,ACC0092775,CUST083414,2023-10-07,Unknown,"Internet Banking",125384.00,3420915.74,Success,BR0797
TXN000000840,ACC0069257,CUST056045,2025-02-25,Upi,POS,38240.86,2141410.23,Failed,BR0330
TXN000000841,ACC0061647,CUST019143,2023-08-27,"Loan payment",Unknown,148225.88,4758731.65,Success,BR0844
TXN000000842,ACC0123239,CUST039761,2025-03-19,Withdrawal,"Mobile App",272456.55,5004508.91,Reversed,BR0732
TXN000000843,ACC0118726,CUST016606,2022-11-05,Upi,ATM,127800.31,1011866.08,Success,BR0090
TXN000000844,ACC0074468,CUST062954,2025-11-02,"Card payment","Mobile App",298208.84,3443676.95,Success,BR0175
TXN000000845,ACC0003197,CUST021691,2023-11-14,Transfer,ATM,211240.52,5081891.26,Failed,BR0459
TXN000000846,ACC0052342,CUST038919,2025-08-18,Transfer,"Mobile App",6885.37,592665.20,Unknown,BR0579
TXN000000847,ACC0032292,CUST009267,2022-12-04,"Atm withdrawal","Internet Banking",23632.74,4972387.20,Success,BR0648
TXN000000848,ACC0036961,CUST080481,2025-07-09,Unknown,"mobile app",163357.58,3027768.49,Unknown,BR0547
TXN000000849,ACC0026574,CUST062926,2023-04-08,Withdrawal,UPI,15145.56,3487454.12,Success,BR0565
TXN000000850,ACC0060473,CUST078444,2024-07-20,Deposit,UPI,196740.01,878673.08,Success,BR0607
TXN000000851,ACC0082525,CUST034665,2025-12-10,Unknown,UPI,112397.54,4683310.19,Unknown,BR0200
TXN000000852,ACC0066314,CUST003610,2025-01-19,"Loan payment","Mobile App",108482.39,2960114.08,Failed,BR0534
TXN000000853,ACC0086801,CUST023224,2024-05-30,"Card payment",ATM,235259.74,5631414.02,Success,BR0610
TXN000000854,ACC0059916,CUST013303,2023-10-16,"Loan payment","Mobile App",285354.53,3273242.06,Success,BR0368
TXN000000855,ACC0001648,CUST002119,2023-05-08,"Loan payment",ATM,18261.27,4085226.38,Success,BR0547
TXN000000856,ACC0092883,CUST040567,2022-04-12,"Loan payment",ATM,263274.42,4724075.67,Success,BR0695
TXN000000857,ACC0105220,CUST031947,2025-12-19,Withdrawal,UPI,113082.93,4381336.77,Success,BR0133
TXN000000858,ACC0024131,CUST058140,2023-06-22,Deposit,UPI,134718.53,4674880.28,Success,BR0750
TXN000000859,ACC0127051,CUST067039,2025-07-25,Transfer,Branch,69510.08,2037331.66,Success,BR0644
TXN000000860,ACC0063566,CUST053293,2024-12-27,Upi,UPI,128345.93,2682406.34,Success,BR0080
TXN000000861,ACC0017233,CUST095563,2024-11-09,Withdrawal,UPI,297851.28,3561699.62,Success,BR0763
TXN000000862,ACC0103131,CUST022003,2024-01-22,Withdrawal,ATM,124523.45,5632464.77,Success,BR0511
TXN000000863,ACC0038762,CUST043986,2022-01-30,Unknown,"Mobile App",272652.75,5821582.85,Success,BR0703
TXN000000864,ACC0007599,CUST092451,2023-08-19,"Card payment",ATM,94599.23,1593993.16,Pending,BR0805
TXN000000865,ACC0072066,CUST022251,2024-08-27,Withdrawal,"Internet Banking",32591.11,2111919.57,Success,BR0719
TXN000000866,ACC0019489,CUST002580,2022-02-28,Withdrawal,"Mobile App",182001.20,1283561.27,Success,BR0524
TXN000000867,ACC0031456,CUST034251,2023-02-22,Transfer,POS,115613.38,804320.87,Unknown,BR0324
TXN000000868,ACC0029179,CUST066216,2024-03-22,"Loan payment",POS,55649.31,2167072.48,Success,BR0568
TXN000000869,ACC0074535,CUST009450,2025-11-28,"Card payment",ATM,79287.62,0.00,Success,BR0987
TXN000000870,ACC0101865,CUST064028,2023-10-11,Deposit,Branch,59253.14,5568171.98,Unknown,BR0709
TXN000000871,ACC0017938,CUST024009,2023-08-31,"Card payment",UPI,287803.43,5070386.29,Success,BR0395
TXN000000872,ACC0103848,CUST034175,2023-12-13,Unknown,POS,275490.73,30784.58,Unknown,BR0586
TXN000000873,ACC0119933,CUST051191,2024-12-11,Unknown,Branch,127944.12,5736461.48,Reversed,BR0641
TXN000000874,ACC0026351,CUST026162,2022-07-28,Transfer,"mobile app",121509.95,3603634.45,Success,BR0795
TXN000000875,ACC0115115,CUST020545,2025-08-15,Unknown,"mobile app",52293.37,4182672.86,Success,BR0781
TXN000000876,ACC0082114,CUST072253,2023-08-04,"Atm withdrawal",Branch,252473.58,3462766.43,Success,BR0111
TXN000000877,ACC0064422,CUST090989,2024-04-19,Withdrawal,"Mobile App",167150.68,4625536.66,Unknown,BR0924
TXN000000878,ACC0114245,CUST057602,2024-02-25,Deposit,ATM,161953.85,1242932.29,Pending,BR0558
TXN000000879,ACC0109494,CUST001109,2025-01-26,Withdrawal,POS,125619.01,5521823.37,Success,BR0747
TXN000000880,ACC0125125,CUST099135,2023-10-31,Withdrawal,Branch,196571.11,4980160.15,Pending,BR0303
TXN000000881,ACC0086069,CUST021596,2025-03-24,Unknown,POS,286474.82,2188828.42,Failed,BR0463
TXN000000882,ACC0064942,CUST082753,2025-08-16,"Card payment","mobile app",657.86,107604.15,Success,BR0856
TXN000000883,ACC0043765,CUST077451,2024-04-28,Upi,Branch,13683.58,124582.72,Reversed,BR0452
TXN000000884,ACC0120062,CUST015550,2024-11-16,Transfer,Branch,102609.76,3979906.84,Success,BR0045
TXN000000885,ACC0084079,CUST037910,2022-03-20,"Card payment",ATM,45306.17,945799.04,Failed,BR0011
TXN000000886,ACC0015757,CUST087430,2024-01-24,"Loan payment",Branch,248314.25,2193148.19,Success,BR0943
TXN000000887,ACC0099234,CUST027107,2024-02-10,Deposit,UPI,148260.18,277101.43,Success,BR0969
TXN000000888,ACC0067824,CUST054826,2022-05-19,"Loan payment",POS,296472.36,4858133.11,Success,BR0999
TXN000000889,ACC0090274,CUST039727,2025-11-02,"Card payment",ATM,114125.76,4227787.80,Reversed,BR0014
TXN000000890,ACC0110778,CUST080450,2023-04-06,"Loan payment","Internet Banking",13310.54,58376.40,Success,BR0416
TXN000000891,ACC0070331,CUST066206,2022-02-28,Deposit,Branch,196785.40,2083200.79,Unknown,BR0883
TXN000000892,ACC0080023,CUST059546,2022-11-19,Upi,"Mobile App",19058.93,5823096.75,Success,BR0722
TXN000000893,ACC0030317,CUST035875,2023-02-06,Unknown,Branch,176960.23,4210154.50,Success,BR0575
TXN000000894,ACC0022250,CUST004065,NULL,Transfer,POS,256866.34,3973278.43,Success,BR0346
TXN000000895,ACC0096031,CUST004612,2023-03-15,Transfer,Branch,272137.97,2374246.31,Reversed,BR0237
TXN000000896,ACC0053856,CUST040911,2022-04-10,Deposit,Branch,222648.30,303863.86,Success,BR0707
TXN000000897,ACC0069238,CUST013427,2025-05-13,Upi,ATM,164087.73,2158371.94,Pending,BR0974
TXN000000898,ACC0106851,CUST077356,2024-07-22,Upi,Unknown,171558.38,3959928.02,Failed,BR0829
TXN000000899,ACC0104336,CUST049571,2024-10-30,Unknown,ATM,78590.61,4863471.52,Pending,BR0915
TXN000000900,ACC0084059,CUST011782,2024-11-28,"Atm withdrawal","Mobile App",46539.09,4267136.05,Failed,BR0874
TXN000000901,ACC0040723,CUST055121,2025-09-25,"Loan payment","Mobile App",51878.34,2014218.62,Reversed,BR0704
TXN000000902,ACC0123587,CUST048544,2022-11-22,Deposit,ATM,177456.73,1383021.80,Reversed,BR0661
TXN000000903,ACC0029301,CUST076064,2023-07-06,Upi,UPI,82135.38,4415074.53,Failed,BR0174
TXN000000904,ACC0123624,CUST077435,2025-06-25,"Atm withdrawal","mobile app",97875.27,545657.52,Pending,BR0769
TXN000000905,ACC0087794,CUST049957,2023-11-16,Upi,"mobile app",210833.10,2295683.01,Reversed,BR0525
TXN000000906,ACC0034507,CUST086401,2022-06-19,"Card payment",ATM,211880.79,2498970.70,Success,BR0664
TXN000000907,ACC0022489,CUST015418,2022-08-22,Withdrawal,ATM,186453.40,1326692.76,Reversed,BR0733
TXN000000908,ACC0097099,CUST046975,2022-03-25,Withdrawal,"Mobile App",257270.50,800815.10,Failed,BR0509
TXN000000909,ACC0022389,CUST002713,2023-05-18,"Loan payment","Internet Banking",287571.44,222419.90,Failed,BR0551
TXN000000910,ACC0021256,CUST026927,2025-04-07,Upi,"Mobile App",167540.70,2099479.26,Success,BR0138
TXN000000911,ACC0040207,CUST004037,2022-03-05,Withdrawal,UPI,64118.64,1978517.19,Pending,BR0022
TXN000000912,ACC0020524,CUST056523,2024-03-16,Unknown,ATM,131200.53,4573750.21,Success,BR0293
TXN000000913,ACC0093637,CUST015445,2022-11-29,Transfer,"Mobile App",185123.27,3085042.10,Reversed,BR0043
TXN000000914,ACC0034373,CUST048577,2023-03-20,"Loan payment","mobile app",147418.05,5798291.12,Success,BR0440
TXN000000915,ACC0121970,CUST032994,2023-04-30,Withdrawal,POS,231595.95,2228702.74,Success,BR0629
TXN000000916,ACC0069606,CUST051846,2024-06-11,Deposit,POS,222211.44,752057.49,Success,BR0678
TXN000000917,ACC0075674,CUST070520,2023-04-19,"Loan payment",Branch,161115.46,80063.25,Success,BR0568
TXN000000918,ACC0108212,CUST066866,2022-08-25,Unknown,Branch,52603.44,5478959.95,Failed,BR0962
TXN000000919,ACC0088277,CUST060432,2025-03-04,Deposit,"Mobile App",124110.04,0.00,Success,BR0598
TXN000000920,ACC0021162,CUST004700,2024-09-09,"Loan payment",UPI,194108.41,4903827.11,Unknown,BR0942
TXN000000921,ACC0013050,CUST098658,2023-06-22,Unknown,Branch,78715.06,5992795.58,Success,BR0857
TXN000000922,ACC0084763,CUST062591,2024-04-08,Unknown,"Internet Banking",224670.66,1059686.85,Pending,BR0297
TXN000000923,ACC0024433,CUST036449,2022-11-24,Unknown,"Mobile App",74983.13,5212661.29,Pending,BR0445
TXN000000924,ACC0064620,CUST048173,2025-09-28,Withdrawal,ATM,261170.86,1229534.31,Success,BR0843
TXN000000925,ACC0048022,CUST055130,2025-03-10,"Atm withdrawal",POS,288669.03,4674877.81,Failed,BR0023
TXN000000926,ACC0031190,CUST073332,2022-07-28,Upi,ATM,169044.38,5077393.63,Success,BR0312
TXN000000927,ACC0024383,CUST045304,2025-08-31,Deposit,"Internet Banking",233616.53,5972755.09,Success,BR0859
TXN000000928,ACC0053086,CUST025982,2025-05-25,Deposit,"mobile app",203889.06,2419819.89,Success,BR0093
TXN000000929,ACC0051772,CUST011853,2024-01-11,"Loan payment",Branch,53597.80,2113818.22,Unknown,BR0583
TXN000000930,ACC0108300,CUST091719,2022-07-10,Transfer,POS,86375.43,1787615.87,Success,BR0851
TXN000000931,ACC0107275,CUST012907,2023-06-12,"Card payment","Internet Banking",0.00,2752510.30,Reversed,BR0842
TXN000000932,ACC0063718,CUST029775,2022-03-01,"Atm withdrawal",Unknown,163019.27,625896.57,Reversed,BR0920
TXN000000933,ACC0063448,CUST078464,2024-01-29,Deposit,UPI,70251.94,0.00,Success,BR0308
TXN000000934,ACC0065982,CUST018973,2025-11-02,Withdrawal,Unknown,277720.41,4204776.65,Reversed,BR0468
TXN000000935,ACC0002624,CUST030525,2022-09-02,Withdrawal,"mobile app",158854.71,4891827.12,Success,BR0597
TXN000000936,ACC0073988,CUST069667,2024-06-28,"Loan payment",Unknown,170857.05,3233337.23,Unknown,BR0512
TXN000000937,ACC0098688,CUST004731,2024-02-19,"Atm withdrawal",Branch,98433.97,4366734.09,Unknown,BR0711
TXN000000938,ACC0076582,CUST069404,2024-03-07,Upi,"mobile app",100036.87,1305544.95,Success,BR0612
TXN000000939,ACC0115013,CUST093783,2022-07-26,Transfer,ATM,277019.16,4140763.81,Reversed,BR0378
TXN000000940,ACC0057215,CUST026787,2025-02-15,"Loan payment",ATM,240346.09,1180341.12,Reversed,BR0380
TXN000000941,ACC0030063,CUST067803,2024-07-11,"Loan payment",Unknown,99752.66,2906128.28,Success,BR0363
TXN000000942,ACC0049034,CUST046177,2022-02-14,Withdrawal,Unknown,51229.49,5145013.47,Failed,BR0728
TXN000000943,ACC0121127,CUST002877,2022-01-03,Unknown,"Internet Banking",2730.07,1430071.45,Reversed,BR0527
TXN000000944,ACC0110251,CUST049237,2025-11-28,"Atm withdrawal",ATM,168817.84,3820715.79,Failed,BR0540
TXN000000945,ACC0004333,CUST085638,2023-10-19,Withdrawal,POS,229987.75,3829956.52,Success,BR0654
TXN000000946,ACC0102560,CUST022166,2022-11-10,Withdrawal,Unknown,3359.62,2248690.79,Unknown,BR0358
TXN000000947,ACC0095273,CUST087895,2025-01-25,Upi,ATM,135651.31,5006635.44,Success,BR0250
TXN000000948,ACC0023965,CUST019391,2023-08-31,"Loan payment",Unknown,38760.85,4941226.39,Pending,BR0687
TXN000000949,ACC0019906,CUST071911,2022-09-14,"Loan payment","Mobile App",160045.68,2216260.26,Success,BR0464
TXN000000950,ACC0111409,CUST005689,2025-09-09,Deposit,UPI,6884.94,4005015.09,Reversed,BR0133
TXN000000951,ACC0101710,CUST024765,2023-11-23,Upi,"Mobile App",51587.13,353428.91,Failed,BR0483
TXN000000952,ACC0019315,CUST054267,2024-08-02,Withdrawal,"Internet Banking",293797.83,5896539.54,Failed,BR0461
TXN000000953,ACC0121367,CUST014802,2024-12-03,Upi,POS,183086.09,3950285.00,Reversed,BR0405
TXN000000954,ACC0103910,CUST020143,2025-11-22,Withdrawal,"Mobile App",268416.99,2671199.74,Success,BR0176
TXN000000955,ACC0082017,CUST013887,2023-10-11,Upi,"Internet Banking",296350.50,4068623.72,Unknown,BR0366
TXN000000956,ACC0058654,CUST037717,2023-07-16,Upi,POS,231246.96,76256.53,Unknown,BR0944
TXN000000957,ACC0031016,CUST061540,2023-05-29,"Loan payment",UPI,164080.56,1935405.78,Unknown,BR0497
TXN000000958,ACC0002502,CUST069092,2022-10-13,Unknown,ATM,288892.63,5100529.29,Failed,BR0562
TXN000000959,ACC0104176,CUST032961,2024-06-10,Transfer,Branch,172913.92,5188936.01,Success,BR0435
TXN000000960,ACC0094362,CUST005430,2022-03-26,Unknown,Branch,260876.47,5408339.26,Reversed,BR0227
TXN000000961,ACC0091936,CUST085857,2023-04-27,Withdrawal,"mobile app",218078.63,5533448.08,Success,BR0362
TXN000000962,ACC0103434,CUST073273,2025-03-13,"Loan payment",ATM,106224.54,1875227.31,Success,BR0964
TXN000000963,ACC0042919,CUST067842,2023-09-20,"Atm withdrawal","Mobile App",254491.34,3481740.75,Success,BR0367
TXN000000964,ACC0044353,CUST044096,2022-09-14,Deposit,Unknown,41835.87,4237748.80,Failed,BR0901
